user_id;departure_time;origin;destination
1642;00:14:54;844593.286 6520218.2902;842930.346171 6520447.476392
1643;00:14:54;844341.165194 6520945.856138;844480.5433 6520450.0164
1644;00:14:54;842966.987225 6519878.761507;842874.672878 6520886.775799
1645;00:14:54;842930.874029 6520435.488008;844012.319007 6520299.783916
1646;00:14:55;843409.824 6519795.0649;844351.726293 6519883.539212
1647;00:14:55;843069.1987 6520799.060800001;844343.432406 6520934.072262
1648;00:14:57;842872.935922 6520868.859801;842930.346171 6520447.476392
1649;00:14:58;844593.286 6520218.2902;844480.5433 6520450.0164
1650;00:14:58;842872.935922 6520868.859801;843112.7044 6519866.9951
1651;00:14:58;842966.987225 6519878.761507;843317.6397 6519780.692
1652;00:14:58;843409.824 6519795.0649;844343.432406 6520934.072262
1653;00:14:58;844393.8087 6519808.1447;843239.396612 6520073.970101
1654;00:14:59;843922.0026 6519835.9383;844343.432406 6520934.072262
1655;00:14:59;844393.8087 6519808.1447;844351.726293 6519883.539212
1656;00:14:59;844251.9836 6520020.3069;843703.726664 6519971.126841
1657;00:15:01;842872.935922 6520868.859801;843239.396612 6520073.970101
1658;00:15:01;842966.987225 6519878.761507;843312.089858 6521426.578666
1659;00:15:01;844089.04118875 6520584.904374749;843112.7044 6519866.9951
1660;00:15:02;844341.165194 6520945.856138;843901.0703 6519866.5502
1661;00:15:03;844018.253593 6520300.667484;844359.524784 6519939.593822
1662;00:15:03;844593.286 6520218.2902;844591.4105 6519934.9879
1663;00:15:03;842872.935922 6520868.859801;843656.9246 6519834.1696
1664;00:15:03;844431.3324 6520823.2025;842930.346171 6520447.476392
1665;00:15:04;844462.989651 6520644.367132;843656.9246 6519834.1696
1666;00:15:04;844393.8087 6519808.1447;843703.726664 6519971.126841
1667;00:15:05;842872.935922 6520868.859801;842930.346171 6520447.476392
1668;00:15:05;843409.824 6519795.0649;843112.7044 6519866.9951
1669;00:15:05;844431.3324 6520823.2025;844591.4105 6519934.9879
1670;00:15:06;844462.989651 6520644.367132;844359.524784 6519939.593822
1671;00:15:07;842872.935922 6520868.859801;842930.346171 6520447.476392
1672;00:15:07;844393.8087 6519808.1447;842930.346171 6520447.476392
1673;00:15:09;844341.165194 6520945.856138;843312.089858 6521426.578666
1674;00:15:09;843146.8685 6519868.9029;844194.3295 6519860.1052
1675;00:15:10;842966.987225 6519878.761507;843317.6397 6519780.692
1676;00:15:10;843409.824 6519795.0649;843656.9246 6519834.1696
1677;00:15:11;844341.165194 6520945.856138;843703.726664 6519971.126841
1678;00:15:11;844404.4784 6519817.2823;844480.5433 6520450.0164
1679;00:15:11;844393.8087 6519808.1447;844512.440038 6520350.015032
1680;00:15:12;844431.3324 6520823.2025;844359.524784 6519939.593822
1681;00:15:13;843561.6331 6519819.7203;844343.432406 6520934.072262
1682;00:15:14;842872.935922 6520868.859801;843317.6397 6519780.692
1683;00:15:14;843283.17 6521456.1002;842930.346171 6520447.476392
1684;00:15:15;843409.824 6519795.0649;843481.8564 6519806.7462
1685;00:15:15;843277.2009325001 6520546.6357745;844512.440038 6520350.015032
1686;00:15:16;844393.8087 6519808.1447;844012.319007 6520299.783916
1687;00:15:17;844462.989651 6520644.367132;843656.9246 6519834.1696
1688;00:15:17;842872.935922 6520868.859801;843239.396612 6520073.970101
1689;00:15:17;842966.987225 6519878.761507;843317.6397 6519780.692
1690;00:15:17;843409.824 6519795.0649;844591.4105 6519934.9879
1691;00:15:18;844593.286 6520218.2902;842874.672878 6520886.775799
1692;00:15:19;842872.935922 6520868.859801;843901.0703 6519866.5502
1693;00:15:19;842966.987225 6519878.761507;844012.319007 6520299.783916
1694;00:15:21;842966.987225 6519878.761507;844194.3295 6519860.1052
1695;00:15:23;842872.935922 6520868.859801;842874.672878 6520886.775799
1696;00:15:23;842966.987225 6519878.761507;843112.7044 6519866.9951
1697;00:15:23;843283.17 6521456.1002;843317.6397 6519780.692
1698;00:15:23;844393.8087 6519808.1447;844591.4105 6519934.9879
1699;00:15:24;844593.286 6520218.2902;843312.089858 6521426.578666
1700;00:15:24;842966.987225 6519878.761507;844512.440038 6520350.015032
1701;00:15:25;842872.935922 6520868.859801;843312.089858 6521426.578666
1702;00:15:26;842966.987225 6519878.761507;843901.0703 6519866.5502
1703;00:15:27;843409.824 6519795.0649;844012.319007 6520299.783916
1704;00:15:28;842872.935922 6520868.859801;843703.726664 6519971.126841
1705;00:15:29;844462.989651 6520644.367132;843703.726664 6519971.126841
1706;00:15:29;842966.987225 6519878.761507;843112.7044 6519866.9951
1707;00:15:29;843561.6331 6519819.7203;842930.346171 6520447.476392
1708;00:15:29;843969.152 6520907.868799999;843317.6397 6519780.692
1709;00:15:30;844393.8087 6519808.1447;844591.4105 6519934.9879
1710;00:15:31;844462.989651 6520644.367132;844512.440038 6520350.015032
1711;00:15:31;844431.3324 6520823.2025;842874.672878 6520886.775799
1712;00:15:33;843922.0026 6519835.9383;843239.396612 6520073.970101
1713;00:15:33;843409.824 6519795.0649;844480.5433 6520450.0164
1714;00:15:34;844593.286 6520218.2902;844591.4105 6519934.9879
1715;00:15:34;842966.987225 6519878.761507;843317.6397 6519780.692
1716;00:15:35;843501.2262645 6520205.4506635;844194.3295 6519860.1052
1717;00:15:37;843409.824 6519795.0649;844351.726293 6519883.539212
1718;00:15:37;844393.8087 6519808.1447;843703.726664 6519971.126841
1719;00:15:37;844457.0490542001 6520433.668989601;842874.672878 6520886.775799
1720;00:15:38;843703.084336 6519977.092359;844343.432406 6520934.072262
1721;00:15:38;842872.935922 6520868.859801;844512.440038 6520350.015032
1722;00:15:38;844431.3324 6520823.2025;844591.4105 6519934.9879
1723;00:15:39;844462.989651 6520644.367132;844012.319007 6520299.783916
1724;00:15:39;844593.286 6520218.2902;842874.672878 6520886.775799
1725;00:15:39;844341.165194 6520945.856138;843481.8564 6519806.7462
1726;00:15:40;843409.824 6519795.0649;842874.672878 6520886.775799
1727;00:15:40;844272.5762 6519871.9419;844012.319007 6520299.783916
1728;00:15:40;843452.578 6519994.8996;843312.089858 6521426.578666
1729;00:15:41;844341.165194 6520945.856138;843317.6397 6519780.692
1730;00:15:41;844431.3324 6520823.2025;843703.726664 6519971.126841
1731;00:15:42;842872.935922 6520868.859801;843703.726664 6519971.126841
1732;00:15:42;843409.824 6519795.0649;844359.524784 6519939.593822
1733;00:15:44;844431.3324 6520823.2025;844480.5433 6520450.0164
1734;00:15:45;844462.989651 6520644.367132;843312.089858 6521426.578666
1735;00:15:45;844341.165194 6520945.856138;844480.5433 6520450.0164
1736;00:15:45;842966.987225 6519878.761507;843312.089858 6521426.578666
1737;00:15:47;842872.935922 6520868.859801;843703.726664 6519971.126841
1738;00:15:48;842872.935922 6520868.859801;843317.6397 6519780.692
1739;00:15:48;844393.8087 6519808.1447;844591.4105 6519934.9879
1740;00:15:49;844462.989651 6520644.367132;844480.5433 6520450.0164
1741;00:15:49;844272.5762 6519871.9419;843112.7044 6519866.9951
1742;00:15:50;844325.5189358571 6520103.513570143;842874.672878 6520886.775799
1743;00:15:52;843409.824 6519795.0649;844359.524784 6519939.593822
1744;00:15:52;844404.4784 6519817.2823;842930.346171 6520447.476392
1745;00:15:53;842872.935922 6520868.859801;844194.3295 6519860.1052
1746;00:15:53;844341.165194 6520945.856138;842930.346171 6520447.476392
1747;00:15:54;844462.989651 6520644.367132;844012.319007 6520299.783916
1748;00:15:54;844393.8087 6519808.1447;843481.8564 6519806.7462
1749;00:15:54;843213.9517 6520025.9818;843239.396612 6520073.970101
1750;00:15:55;844593.286 6520218.2902;844012.319007 6520299.783916
1751;00:15:55;842872.935922 6520868.859801;843239.396612 6520073.970101
1752;00:15:55;844341.165194 6520945.856138;844591.4105 6519934.9879
1753;00:15:55;844431.3324 6520823.2025;843312.089858 6521426.578666
1754;00:15:56;844393.8087 6519808.1447;843656.9246 6519834.1696
1755;00:15:57;844462.989651 6520644.367132;843656.9246 6519834.1696
1756;00:15:58;844393.8087 6519808.1447;843239.396612 6520073.970101
1757;00:15:58;844431.3324 6520823.2025;843656.9246 6519834.1696
1758;00:15:58;843343.0701 6520688.8187;844343.432406 6520934.072262
1759;00:15:59;842872.935922 6520868.859801;844343.432406 6520934.072262
1760;00:15:59;844357.689507 6519884.202588;844012.319007 6520299.783916
1761;00:15:59;844035.4799 6520003.0016;843312.089858 6521426.578666
1762;00:16:00;842966.987225 6519878.761507;844343.432406 6520934.072262
1763;00:16:00;844393.8087 6519808.1447;843317.6397 6519780.692
1764;00:16:01;844462.989651 6520644.367132;842930.346171 6520447.476392
1765;00:16:02;842966.987225 6519878.761507;844012.319007 6520299.783916
1766;00:16:02;844431.3324 6520823.2025;842930.346171 6520447.476392
1767;00:16:03;842966.987225 6519878.761507;844012.319007 6520299.783916
1768;00:16:04;843922.0026 6519835.9383;844351.726293 6519883.539212
1769;00:16:04;842872.935922 6520868.859801;842874.672878 6520886.775799
1770;00:16:04;842930.874029 6520435.488008;844343.432406 6520934.072262
1771;00:16:04;843409.824 6519795.0649;843112.7044 6519866.9951
1772;00:16:04;844393.8087 6519808.1447;843312.089858 6521426.578666
1773;00:16:04;843600.0427 6520204.9602;843312.089858 6521426.578666
1774;00:16:05;844431.3324 6520823.2025;844194.3295 6519860.1052
1775;00:16:06;844462.989651 6520644.367132;844012.319007 6520299.783916
1776;00:16:06;844593.286 6520218.2902;843901.0703 6519866.5502
1777;00:16:06;842872.935922 6520868.859801;844343.432406 6520934.072262
1778;00:16:07;842930.874029 6520435.488008;843239.396612 6520073.970101
1779;00:16:07;843409.824 6519795.0649;842930.346171 6520447.476392
1780;00:16:08;844341.165194 6520945.856138;844012.319007 6520299.783916
1781;00:16:09;842966.987225 6519878.761507;843312.089858 6521426.578666
1782;00:16:10;844406.2867 6520467.152;843312.089858 6521426.578666
1783;00:16:11;844462.989651 6520644.367132;842930.346171 6520447.476392
1784;00:16:11;842966.987225 6519878.761507;843317.6397 6519780.692
1785;00:16:11;844393.8087 6519808.1447;843112.7044 6519866.9951
1786;00:16:11;844495.7187517999 6520217.839623;843703.726664 6519971.126841
1787;00:16:12;844341.165194 6520945.856138;844512.440038 6520350.015032
1788;00:16:12;843409.824 6519795.0649;843239.396612 6520073.970101
1789;00:16:12;844074.47669225 6520674.020514749;843317.6397 6519780.692
1790;00:16:14;843922.0026 6519835.9383;844012.319007 6520299.783916
1791;00:16:14;842966.987225 6519878.761507;843901.0703 6519866.5502
1792;00:16:15;842966.987225 6519878.761507;844480.5433 6520450.0164
1793;00:16:15;843803.7397000002 6520967.3054;843317.6397 6519780.692
1794;00:16:16;844462.989651 6520644.367132;843112.7044 6519866.9951
1795;00:16:16;844593.286 6520218.2902;844194.3295 6519860.1052
1796;00:16:16;843409.824 6519795.0649;844480.5433 6520450.0164
1797;00:16:17;842872.935922 6520868.859801;844359.524784 6519939.593822
1798;00:16:17;844393.8087 6519808.1447;844359.524784 6519939.593822
1799;00:16:20;842966.987225 6519878.761507;843656.9246 6519834.1696
1800;00:16:20;843409.824 6519795.0649;844359.524784 6519939.593822
1801;00:16:21;843703.084336 6519977.092359;843317.6397 6519780.692
1802;00:16:22;843245.331788 6520074.849699;844480.5433 6520450.0164
1803;00:16:22;844431.3324 6520823.2025;842874.672878 6520886.775799
1804;00:16:23;842966.987225 6519878.761507;842930.346171 6520447.476392
1805;00:16:24;844428.7143 6520472.1232;843312.089858 6521426.578666
1806;00:16:25;844462.989651 6520644.367132;843656.9246 6519834.1696
1807;00:16:25;844593.286 6520218.2902;843481.8564 6519806.7462
1808;00:16:25;842966.987225 6519878.761507;844012.319007 6520299.783916
1809;00:16:25;843409.824 6519795.0649;844194.3295 6519860.1052
1810;00:16:25;844431.3324 6520823.2025;843901.0703 6519866.5502
1811;00:16:26;844393.8087 6519808.1447;844351.726293 6519883.539212
1812;00:16:27;842966.987225 6519878.761507;842930.346171 6520447.476392
1813;00:16:27;843267.0717 6521180.2432;844035.4799 6520003.0016
1814;00:16:28;844462.989651 6520644.367132;843112.7044 6519866.9951
1815;00:16:29;842966.987225 6519878.761507;843312.089858 6521426.578666
1816;00:16:29;843409.824 6519795.0649;843656.9246 6519834.1696
1817;00:16:29;843211.5296 6520929.0141;843955.5762 6519995.5723
1818;00:16:30;843829.794528 6520324.043257858;843112.7044 6519866.9951
1819;00:16:31;844593.286 6520218.2902;843239.396612 6520073.970101
1820;00:16:31;843409.824 6519795.0649;843703.726664 6519971.126841
1821;00:16:31;844393.8087 6519808.1447;844480.5433 6520450.0164
1822;00:16:32;844462.989651 6520644.367132;844012.319007 6520299.783916
1823;00:16:32;842872.935922 6520868.859801;843112.7044 6519866.9951
1824;00:16:32;843409.824 6519795.0649;843312.089858 6521426.578666
1825;00:16:32;844431.3324 6520823.2025;844512.440038 6520350.015032
1826;00:16:34;844431.3324 6520823.2025;844480.5433 6520450.0164
1827;00:16:35;844462.989651 6520644.367132;843312.089858 6521426.578666
1828;00:16:35;844341.165194 6520945.856138;843901.0703 6519866.5502
1829;00:16:35;843409.824 6519795.0649;844512.440038 6520350.015032
1830;00:16:35;844404.4784 6519817.2823;844194.3295 6519860.1052
1831;00:16:35;844380.633 6520533.197100001;842874.672878 6520886.775799
1832;00:16:36;842872.935922 6520868.859801;843317.6397 6519780.692
1833;00:16:36;844393.8087 6519808.1447;844194.3295 6519860.1052
1834;00:16:37;844341.165194 6520945.856138;843239.396612 6520073.970101
1835;00:16:39;844393.8087 6519808.1447;844591.4105 6519934.9879
1836;00:16:40;844462.989651 6520644.367132;844591.4105 6519934.9879
1837;00:16:40;842872.935922 6520868.859801;842874.672878 6520886.775799
1838;00:16:40;843409.824 6519795.0649;842930.346171 6520447.476392
1839;00:16:40;844431.3324 6520823.2025;844343.432406 6520934.072262
1840;00:16:41;842966.987225 6519878.761507;843239.396612 6520073.970101
1841;00:16:43;844462.989651 6520644.367132;844591.4105 6519934.9879
1842;00:16:43;842966.987225 6519878.761507;844480.5433 6520450.0164
1843;00:16:43;844404.4784 6519817.2823;844480.5433 6520450.0164
1844;00:16:44;844593.286 6520218.2902;844012.319007 6520299.783916
1845;00:16:46;844341.165194 6520945.856138;844012.319007 6520299.783916
1846;00:16:47;842872.935922 6520868.859801;843239.396612 6520073.970101
1847;00:16:47;844341.165194 6520945.856138;844194.3295 6519860.1052
1848;00:16:48;842966.987225 6519878.761507;842874.672878 6520886.775799
1849;00:16:48;844431.3324 6520823.2025;843239.396612 6520073.970101
1850;00:16:48;843634.5907 6520854.4831;844512.440038 6520350.015032
1851;00:16:50;844341.165194 6520945.856138;844351.726293 6519883.539212
1852;00:16:50;842966.987225 6519878.761507;842874.672878 6520886.775799
1853;00:16:50;844431.3324 6520823.2025;843239.396612 6520073.970101
1854;00:16:50;843428.0685999999 6520145.396899999;844351.726293 6519883.539212
1855;00:16:51;843115.4002 6520651.2899;844512.440038 6520350.015032
1856;00:16:52;842872.935922 6520868.859801;844194.3295 6519860.1052
1857;00:16:52;842966.987225 6519878.761507;842874.672878 6520886.775799
1858;00:16:52;843409.824 6519795.0649;843656.9246 6519834.1696
1859;00:16:53;844462.989651 6520644.367132;843703.726664 6519971.126841
1860;00:16:53;844431.3324 6520823.2025;844480.5433 6520450.0164
1861;00:16:54;842872.935922 6520868.859801;843656.9246 6519834.1696
1862;00:16:54;843146.8685 6519868.9029;844343.432406 6520934.072262
1863;00:16:54;844393.8087 6519808.1447;843901.0703 6519866.5502
1864;00:16:55;844462.989651 6520644.367132;844012.319007 6520299.783916
1865;00:16:55;842966.987225 6519878.761507;844359.524784 6519939.593822
1866;00:16:55;843469.87005375 6520400.887324001;843656.9246 6519834.1696
1867;00:16:56;843812.1790876001 6520453.2530841995;843112.7044 6519866.9951
1868;00:16:57;843409.824 6519795.0649;843317.6397 6519780.692
1869;00:16:58;842872.935922 6520868.859801;842930.346171 6520447.476392
1870;00:16:58;844341.165194 6520945.856138;842930.346171 6520447.476392
1871;00:16:58;844431.3324 6520823.2025;843239.396612 6520073.970101
1872;00:16:59;844462.989651 6520644.367132;844343.432406 6520934.072262
1873;00:16:59;842872.935922 6520868.859801;843112.7044 6519866.9951
1874;00:17:00;844404.4784 6519817.2823;843901.0703 6519866.5502
1875;00:17:01;842966.987225 6519878.761507;844012.319007 6520299.783916
1876;00:17:01;844431.3324 6520823.2025;842874.672878 6520886.775799
1877;00:17:02;844593.286 6520218.2902;843656.9246 6519834.1696
1878;00:17:02;842872.935922 6520868.859801;843901.0703 6519866.5502
1879;00:17:02;844393.8087 6519808.1447;843901.0703 6519866.5502
1880;00:17:03;843703.084336 6519977.092359;842930.346171 6520447.476392
1881;00:17:03;844341.165194 6520945.856138;843703.726664 6519971.126841
1882;00:17:04;844393.8087 6519808.1447;843703.726664 6519971.126841
1883;00:17:05;844593.286 6520218.2902;843112.7044 6519866.9951
1884;00:17:05;842966.987225 6519878.761507;844343.432406 6520934.072262
1885;00:17:05;843146.8685 6519868.9029;844359.524784 6519939.593822
1886;00:17:06;844462.989651 6520644.367132;844194.3295 6519860.1052
1887;00:17:06;843409.824 6519795.0649;843317.6397 6519780.692
1888;00:17:08;844462.989651 6520644.367132;843481.8564 6519806.7462
1889;00:17:08;842966.987225 6519878.761507;844480.5433 6520450.0164
1890;00:17:08;843245.331788 6520074.849699;844512.440038 6520350.015032
1891;00:17:09;844431.3324 6520823.2025;843317.6397 6519780.692
1892;00:17:09;843330.0843 6520246.4126;843481.8564 6519806.7462
1893;00:17:09;844116.2844 6520369.2461;843112.7044 6519866.9951
1894;00:17:10;844462.989651 6520644.367132;843703.726664 6519971.126841
1895;00:17:10;843283.17 6521456.1002;843312.089858 6521426.578666
1896;00:17:11;843409.824 6519795.0649;844480.5433 6520450.0164
1897;00:17:11;844404.4784 6519817.2823;843317.6397 6519780.692
1898;00:17:11;844393.8087 6519808.1447;844012.319007 6520299.783916
1899;00:17:12;843428.0685999999 6520145.396899999;843312.089858 6521426.578666
1900;00:17:12;844001.5705 6520222.1468;843112.7044 6519866.9951
1901;00:17:13;844462.989651 6520644.367132;843703.726664 6519971.126841
1902;00:17:13;842872.935922 6520868.859801;843112.7044 6519866.9951
1903;00:17:14;844462.989651 6520644.367132;842930.346171 6520447.476392
1904;00:17:14;842966.987225 6519878.761507;843481.8564 6519806.7462
1905;00:17:14;844431.3324 6520823.2025;843481.8564 6519806.7462
1906;00:17:15;843377.4396 6519983.146;844351.726293 6519883.539212
1907;00:17:16;844462.989651 6520644.367132;843317.6397 6519780.692
1908;00:17:16;844431.3324 6520823.2025;843901.0703 6519866.5502
1909;00:17:16;843782.6886 6520704.6602;842930.346171 6520447.476392
1910;00:17:17;842872.935922 6520868.859801;843312.089858 6521426.578666
1911;00:17:17;844341.165194 6520945.856138;842874.672878 6520886.775799
1912;00:17:18;844431.3324 6520823.2025;843703.726664 6519971.126841
1913;00:17:18;843588.0189 6520286.8788;843656.9246 6519834.1696
1914;00:17:20;842872.935922 6520868.859801;843112.7044 6519866.9951
1915;00:17:20;842966.987225 6519878.761507;844194.3295 6519860.1052
1916;00:17:20;844431.3324 6520823.2025;842930.346171 6520447.476392
1917;00:17:20;843455.8456108749 6520486.189563375;843656.9246 6519834.1696
1918;00:17:21;842966.987225 6519878.761507;844194.3295 6519860.1052
1919;00:17:22;844341.165194 6520945.856138;842874.672878 6520886.775799
1920;00:17:22;843409.824 6519795.0649;844351.726293 6519883.539212
1921;00:17:24;844462.989651 6520644.367132;843481.8564 6519806.7462
1922;00:17:24;842872.935922 6520868.859801;843481.8564 6519806.7462
1923;00:17:24;844341.165194 6520945.856138;842874.672878 6520886.775799
1924;00:17:24;844393.8087 6519808.1447;844480.5433 6520450.0164
1925;00:17:24;843687.2059999999 6520101.473699999;844351.726293 6519883.539212
1926;00:17:25;844593.286 6520218.2902;843481.8564 6519806.7462
1927;00:17:25;844431.3324 6520823.2025;844512.440038 6520350.015032
1928;00:17:26;842872.935922 6520868.859801;843656.9246 6519834.1696
1929;00:17:26;844393.8087 6519808.1447;843656.9246 6519834.1696
1930;00:17:27;842966.987225 6519878.761507;843656.9246 6519834.1696
1931;00:17:28;842872.935922 6520868.859801;843239.396612 6520073.970101
1932;00:17:28;844431.3324 6520823.2025;844194.3295 6519860.1052
1933;00:17:29;843409.824 6519795.0649;844012.319007 6520299.783916
1934;00:17:30;842966.987225 6519878.761507;843112.7044 6519866.9951
1935;00:17:32;844593.286 6520218.2902;842930.346171 6520447.476392
1936;00:17:33;844341.165194 6520945.856138;843901.0703 6519866.5502
1937;00:17:33;844393.8087 6519808.1447;844480.5433 6520450.0164
1938;00:17:34;843409.824 6519795.0649;843656.9246 6519834.1696
1939;00:17:36;844462.989651 6520644.367132;844480.5433 6520450.0164
1940;00:17:36;842966.987225 6519878.761507;843901.0703 6519866.5502
1941;00:17:36;844393.8087 6519808.1447;844512.440038 6520350.015032
1942;00:17:36;844431.3324 6520823.2025;843703.726664 6519971.126841
1943;00:17:37;844462.989651 6520644.367132;844194.3295 6519860.1052
1944;00:17:38;842872.935922 6520868.859801;843312.089858 6521426.578666
1945;00:17:38;843409.824 6519795.0649;844591.4105 6519934.9879
1946;00:17:39;843289.1433 6519968.8644;843239.396612 6520073.970101
1947;00:17:40;844462.989651 6520644.367132;843901.0703 6519866.5502
1948;00:17:40;842872.935922 6520868.859801;843481.8564 6519806.7462
1949;00:17:41;844593.286 6520218.2902;844591.4105 6519934.9879
1950;00:17:41;844341.165194 6520945.856138;843656.9246 6519834.1696
1951;00:17:41;842966.987225 6519878.761507;844351.726293 6519883.539212
1952;00:17:41;843404.6731 6520314.8042;844194.3295 6519860.1052
1953;00:17:42;844512.298762 6520356.013368;843901.0703 6519866.5502
1954;00:17:42;844035.4799 6520003.0016;843312.089858 6521426.578666
1955;00:17:43;844462.989651 6520644.367132;844194.3295 6519860.1052
1956;00:17:43;844393.8087 6519808.1447;843481.8564 6519806.7462
1957;00:17:43;843324.7041 6520809.4679;844512.440038 6520350.015032
1958;00:17:44;842872.935922 6520868.859801;843481.8564 6519806.7462
1959;00:17:44;844431.3324 6520823.2025;844351.726293 6519883.539212
1960;00:17:44;843969.152 6520907.868799999;843317.6397 6519780.692
1961;00:17:45;844593.286 6520218.2902;844343.432406 6520934.072262
1962;00:17:45;842966.987225 6519878.761507;843901.0703 6519866.5502
1963;00:17:45;843409.824 6519795.0649;842930.346171 6520447.476392
1964;00:17:45;844393.8087 6519808.1447;843481.8564 6519806.7462
1965;00:17:46;844462.989651 6520644.367132;843312.089858 6521426.578666
1966;00:17:46;843146.8685 6519868.9029;843317.6397 6519780.692
1967;00:17:46;844431.3324 6520823.2025;843703.726664 6519971.126841
1968;00:17:47;843409.824 6519795.0649;844591.4105 6519934.9879
1969;00:17:49;842872.935922 6520868.859801;843239.396612 6520073.970101
1970;00:17:49;842966.987225 6519878.761507;844480.5433 6520450.0164
1971;00:17:49;844393.8087 6519808.1447;843656.9246 6519834.1696
1972;00:17:49;843575.0561 6520807.5462;844512.440038 6520350.015032
1973;00:17:51;842872.935922 6520868.859801;843312.089858 6521426.578666
1974;00:17:51;844341.165194 6520945.856138;843112.7044 6519866.9951
1975;00:17:51;843409.824 6519795.0649;844512.440038 6520350.015032
1976;00:17:51;844393.8087 6519808.1447;844359.524784 6519939.593822
1977;00:17:52;843289.1433 6519968.8644;843481.8564 6519806.7462
1978;00:17:52;842966.987225 6519878.761507;843312.089858 6521426.578666
1979;00:17:52;842930.874029 6520435.488008;843317.6397 6519780.692
1980;00:17:53;843409.824 6519795.0649;843112.7044 6519866.9951
1981;00:17:54;842872.935922 6520868.859801;843317.6397 6519780.692
1982;00:17:54;844341.165194 6520945.856138;844351.726293 6519883.539212
1983;00:17:55;843703.084336 6519977.092359;843656.9246 6519834.1696
1984;00:17:56;842966.987225 6519878.761507;843901.0703 6519866.5502
1985;00:17:57;844003.9676 6520484.355100001;843112.7044 6519866.9951
1986;00:17:58;843409.824 6519795.0649;844012.319007 6520299.783916
1987;00:17:58;844431.3324 6520823.2025;844351.726293 6519883.539212
1988;00:17:59;842966.987225 6519878.761507;842930.346171 6520447.476392
1989;00:17:59;844393.8087 6519808.1447;844351.726293 6519883.539212
1990;00:18:01;842966.987225 6519878.761507;843481.8564 6519806.7462
1991;00:18:01;844431.3324 6520823.2025;844512.440038 6520350.015032
1992;00:18:02;844593.286 6520218.2902;844343.432406 6520934.072262
1993;00:18:02;842966.987225 6519878.761507;844480.5433 6520450.0164
1994;00:18:02;844431.3324 6520823.2025;844343.432406 6520934.072262
1995;00:18:03;844341.165194 6520945.856138;843239.396612 6520073.970101
1996;00:18:04;844593.286 6520218.2902;844591.4105 6519934.9879
1997;00:18:04;842966.987225 6519878.761507;843112.7044 6519866.9951
1998;00:18:04;844431.3324 6520823.2025;842930.346171 6520447.476392
1999;00:18:05;844462.989651 6520644.367132;844480.5433 6520450.0164
2000;00:18:06;844431.3324 6520823.2025;844351.726293 6519883.539212
2001;00:18:06;843109.4520096667 6520130.337884667;843239.396612 6520073.970101
2002;00:18:07;844341.165194 6520945.856138;842930.346171 6520447.476392
2003;00:18:07;843409.824 6519795.0649;843112.7044 6519866.9951
2004;00:18:07;844393.8087 6519808.1447;844512.440038 6520350.015032
2005;00:18:08;842872.935922 6520868.859801;843481.8564 6519806.7462
2006;00:18:08;842966.987225 6519878.761507;844359.524784 6519939.593822
2007;00:18:09;842966.987225 6519878.761507;844343.432406 6520934.072262
2008;00:18:10;844593.286 6520218.2902;844512.440038 6520350.015032
2009;00:18:11;843703.084336 6519977.092359;842874.672878 6520886.775799
2010;00:18:12;842966.987225 6519878.761507;843317.6397 6519780.692
2011;00:18:12;844393.8087 6519808.1447;843703.726664 6519971.126841
2012;00:18:13;842872.935922 6520868.859801;842874.672878 6520886.775799
2013;00:18:13;843455.8456108749 6520486.189563375;844194.3295 6519860.1052
2015;00:18:15;844593.286 6520218.2902;844351.726293 6519883.539212
2016;00:18:15;844431.3324 6520823.2025;843112.7044 6519866.9951
2017;00:18:16;842930.874029 6520435.488008;843901.0703 6519866.5502
2018;00:18:17;842872.935922 6520868.859801;843312.089858 6521426.578666
2019;00:18:17;844341.165194 6520945.856138;844359.524784 6519939.593822
2020;00:18:17;844431.3324 6520823.2025;843901.0703 6519866.5502
2021;00:18:18;844593.286 6520218.2902;843481.8564 6519806.7462
2022;00:18:18;843409.824 6519795.0649;842874.672878 6520886.775799
2023;00:18:19;842966.987225 6519878.761507;844359.524784 6519939.593822
2024;00:18:19;844431.3324 6520823.2025;844351.726293 6519883.539212
2025;00:18:20;842966.987225 6519878.761507;844194.3295 6519860.1052
2026;00:18:21;844393.8087 6519808.1447;843317.6397 6519780.692
2027;00:18:22;844431.3324 6520823.2025;843703.726664 6519971.126841
2028;00:18:23;844462.989651 6520644.367132;844351.726293 6519883.539212
2029;00:18:24;843283.17 6521456.1002;844359.524784 6519939.593822
2030;00:18:24;844393.8087 6519808.1447;843481.8564 6519806.7462
2031;00:18:24;844431.3324 6520823.2025;844343.432406 6520934.072262
2032;00:18:26;843409.824 6519795.0649;842930.346171 6520447.476392
2033;00:18:26;844393.8087 6519808.1447;843239.396612 6520073.970101
2034;00:18:27;842872.935922 6520868.859801;842930.346171 6520447.476392
2035;00:18:27;842966.987225 6519878.761507;844012.319007 6520299.783916
2036;00:18:28;842872.935922 6520868.859801;843703.726664 6519971.126841
2037;00:18:30;842872.935922 6520868.859801;844359.524784 6519939.593822
2038;00:18:30;842966.987225 6519878.761507;843239.396612 6520073.970101
2039;00:18:31;843409.824 6519795.0649;843312.089858 6521426.578666
2040;00:18:31;844431.3324 6520823.2025;844480.5433 6520450.0164
2041;00:18:32;844462.989651 6520644.367132;843312.089858 6521426.578666
2042;00:18:32;842966.987225 6519878.761507;843481.8564 6519806.7462
2043;00:18:33;842872.935922 6520868.859801;843656.9246 6519834.1696
